Date,Bitcoin,Ethereum,Solana
2014-05-27 00:00:00 UTC,569.475,11.66257954,45.6856733
2014-05-28 00:00:00 UTC,571.5533,11.75189748,44.35912616
2014-05-29 00:00:00 UTC,565.26,11.68475544,42.960486
2014-05-30 00:00:00 UTC,621.1467,11.55002542,44.72439582
2014-05-31 00:00:00 UTC,620.5,11.33639873,43.62157837
2014-06-01 00:00:00 UTC,640.1617,11.63011682,41.10996898
2014-06-02 00:00:00 UTC,656.41,12.11783086,42.87180003
2014-06-03 00:00:00 UTC,667.3683,11.59605625,43.46242757
2014-06-04 00:00:00 UTC,641.1833,11.84714198,47.17666784
2014-06-05 00:00:00 UTC,658.1,11.88172946,46.86175962
2014-06-06 00:00:00 UTC,648.63,11.91200801,56.20200903
2014-06-07 00:00:00 UTC,651.7083,11.90147841,35.75884416
2014-06-08 00:00:00 UTC,649.8983,12.52236928,44.52570263
2014-06-09 00:00:00 UTC,643.905,12.6845428,38.43160145
2014-06-10 00:00:00 UTC,649.0567,12.36905214,31.61460189
2014-06-11 00:00:00 UTC,630.0367,13.16016806,24.76763979
2014-06-12 00:00:00 UTC,567.175,14.30804658,30.98546737
2014-06-13 00:00:00 UTC,594.6833,13.7051798,30.00644953
2014-06-14 00:00:00 UTC,570.0033,13.23380274,35.65025364
2014-06-15 00:00:00 UTC,583.41,13.31899332,33.65934259
2014-06-16 00:00:00 UTC,592.52,12.85960577,29.02194839
2014-06-17 00:00:00 UTC,607.1583,13.04559864,27.55720416
2014-06-18 00:00:00 UTC,604.19,12.8187464,28.56228743
2014-06-19 00:00:00 UTC,593.3883,13.0747268,32.6621226
2014-06-20 00:00:00 UTC,590.055,13.31398944,30.98523815
2014-06-21 00:00:00 UTC,591.2567,13.09665701,34.18804886
